county_fips,NAME,variable,estimate
1065,"Hale County, Alabama",median_household_income,34046
1067,"Henry County, Alabama",female,8814
1067,"Henry County, Alabama",age_median,44.4
1067,"Henry County, Alabama",population,17133
1067,"Henry County, Alabama",black,4565
1067,"Henry County, Alabama",college_grad,1250
1067,"Henry County, Alabama",median_household_income,50017
1069,"Houston County, Alabama",female,54512
1069,"Houston County, Alabama",age_median,40.1
1069,"Houston County, Alabama",population,104702
1069,"Houston County, Alabama",black,28157
1069,"Houston County, Alabama",college_grad,9682
1069,"Houston County, Alabama",median_household_income,47580
1071,"Jackson County, Alabama",female,26471
1071,"Jackson County, Alabama",age_median,43.1
1071,"Jackson County, Alabama",population,51852
1071,"Jackson County, Alabama",black,1809
1071,"Jackson County, Alabama",college_grad,3525
1071,"Jackson County, Alabama",median_household_income,41769
1073,"Jefferson County, Alabama",female,347647
1073,"Jefferson County, Alabama",age_median,37.7
1073,"Jefferson County, Alabama",population,659680
1073,"Jefferson County, Alabama",black,283311
1073,"Jefferson County, Alabama",college_grad,91545
1073,"Jefferson County, Alabama",median_household_income,53901
1075,"Lamar County, Alabama",female,7102
1075,"Lamar County, Alabama",age_median,44.8
1075,"Lamar County, Alabama",population,13885
1075,"Lamar County, Alabama",black,1479
1075,"Lamar County, Alabama",college_grad,818
1075,"Lamar County, Alabama",median_household_income,38364
1077,"Lauderdale County, Alabama",female,47988
1077,"Lauderdale County, Alabama",age_median,41
1077,"Lauderdale County, Alabama",population,92556
1077,"Lauderdale County, Alabama",black,9596
1077,"Lauderdale County, Alabama",college_grad,9455
1077,"Lauderdale County, Alabama",median_household_income,48094
1079,"Lawrence County, Alabama",female,17103
1079,"Lawrence County, Alabama",age_median,42.4
1079,"Lawrence County, Alabama",population,33058
1079,"Lawrence County, Alabama",black,3502
1079,"Lawrence County, Alabama",college_grad,1970
1079,"Lawrence County, Alabama",median_household_income,44886
1081,"Lee County, Alabama",female,81699
1081,"Lee County, Alabama",age_median,31.9
1081,"Lee County, Alabama",population,161152
1081,"Lee County, Alabama",black,36920
1081,"Lee County, Alabama",college_grad,19015
1081,"Lee County, Alabama",median_household_income,51463
1083,"Limestone County, Alabama",female,47436
1083,"Limestone County, Alabama",age_median,39.7
1083,"Limestone County, Alabama",population,94727
1083,"Limestone County, Alabama",black,13028
1083,"Limestone County, Alabama",college_grad,11450
1083,"Limestone County, Alabama",median_household_income,59686
1085,"Lowndes County, Alabama",female,5258
1085,"Lowndes County, Alabama",age_median,42
1085,"Lowndes County, Alabama",population,10079
1085,"Lowndes County, Alabama",black,7522
1085,"Lowndes County, Alabama",college_grad,652
1085,"Lowndes County, Alabama",median_household_income,30036
1087,"Macon County, Alabama",female,10115
1087,"Macon County, Alabama",age_median,38.6
1087,"Macon County, Alabama",population,18708
1087,"Macon County, Alabama",black,15560
1087,"Macon County, Alabama",college_grad,1414
1087,"Macon County, Alabama",median_household_income,33370
1089,"Madison County, Alabama",female,185341
1089,"Madison County, Alabama",age_median,38.5
1089,"Madison County, Alabama",population,362276
1089,"Madison County, Alabama",black,88011
1089,"Madison County, Alabama",college_grad,64350
1089,"Madison County, Alabama",median_household_income,65449
1091,"Marengo County, Alabama",female,10022
1091,"Marengo County, Alabama",age_median,42.2
1091,"Marengo County, Alabama",population,19321
1091,"Marengo County, Alabama",black,10348
1091,"Marengo County, Alabama",college_grad,1136
1091,"Marengo County, Alabama",median_household_income,33241
1093,"Marion County, Alabama",female,15085
1093,"Marion County, Alabama",age_median,44.3
1093,"Marion County, Alabama",population,29866
1093,"Marion County, Alabama",black,1070
1093,"Marion County, Alabama",college_grad,1683
1093,"Marion County, Alabama",median_household_income,35930
1095,"Marshall County, Alabama",female,48413
1095,"Marshall County, Alabama",age_median,38.8
1095,"Marshall County, Alabama",population,95643
1095,"Marshall County, Alabama",black,2549
1095,"Marshall County, Alabama",college_grad,8306
1095,"Marshall County, Alabama",median_household_income,45983
1097,"Mobile County, Alabama",female,216747
1097,"Mobile County, Alabama",age_median,37.9
1097,"Mobile County, Alabama",population,414114
1097,"Mobile County, Alabama",black,148050
1097,"Mobile County, Alabama",college_grad,42982
1097,"Mobile County, Alabama",median_household_income,47583
1099,"Monroe County, Alabama",female,11110
1099,"Monroe County, Alabama",age_median,43.3
1099,"Monroe County, Alabama",population,21270
1099,"Monroe County, Alabama",black,9026
1099,"Monroe County, Alabama",college_grad,1335
1099,"Monroe County, Alabama",median_household_income,30441
1101,"Montgomery County, Alabama",female,119892
1101,"Montgomery County, Alabama",age_median,36.4
1101,"Montgomery County, Alabama",population,226941
1101,"Montgomery County, Alabama",black,131408
1101,"Montgomery County, Alabama",college_grad,29531
1101,"Montgomery County, Alabama",median_household_income,50124
1103,"Morgan County, Alabama",female,60501
1103,"Morgan County, Alabama",age_median,40.6
1103,"Morgan County, Alabama",population,119213
1103,"Morgan County, Alabama",black,15230
1103,"Morgan County, Alabama",college_grad,12670
1103,"Morgan County, Alabama",median_household_income,52156
1105,"Perry County, Alabama",female,5030
1105,"Perry County, Alabama",age_median,36.9
1105,"Perry County, Alabama",population,9293
1105,"Perry County, Alabama",black,6491
1105,"Perry County, Alabama",college_grad,757
1105,"Perry County, Alabama",median_household_income,23447
1107,"Pickens County, Alabama",female,10606
1107,"Pickens County, Alabama",age_median,42.2
1107,"Pickens County, Alabama",population,20243
1107,"Pickens County, Alabama",black,8134
1107,"Pickens County, Alabama",college_grad,1444
1107,"Pickens County, Alabama",median_household_income,39848
1109,"Pike County, Alabama",female,17353
1109,"Pike County, Alabama",age_median,31.2
1109,"Pike County, Alabama",population,33333
1109,"Pike County, Alabama",black,12277
1109,"Pike County, Alabama",college_grad,2718
1109,"Pike County, Alabama",median_household_income,37446
1111,"Randolph County, Alabama",female,11590
1111,"Randolph County, Alabama",age_median,43.4
1111,"Randolph County, Alabama",population,22647
1111,"Randolph County, Alabama",black,4622
1111,"Randolph County, Alabama",college_grad,1513
1111,"Randolph County, Alabama",median_household_income,43395
1113,"Russell County, Alabama",female,30091
1113,"Russell County, Alabama",age_median,36.3
1113,"Russell County, Alabama",population,57952
1113,"Russell County, Alabama",black,25300
1113,"Russell County, Alabama",college_grad,4453
1113,"Russell County, Alabama",median_household_income,42443
1115,"St. Clair County, Alabama",female,43976
1115,"St. Clair County, Alabama",age_median,40.3
1115,"St. Clair County, Alabama",population,87989
1115,"St. Clair County, Alabama",black,8447
1115,"St. Clair County, Alabama",college_grad,6512
1115,"St. Clair County, Alabama",median_household_income,58308
1117,"Shelby County, Alabama",female,110086
1117,"Shelby County, Alabama",age_median,39.3
1117,"Shelby County, Alabama",population,213432
1117,"Shelby County, Alabama",black,25878
1117,"Shelby County, Alabama",college_grad,41301
1117,"Shelby County, Alabama",median_household_income,77799
1119,"Sumter County, Alabama",female,6870
1119,"Sumter County, Alabama",age_median,35.6
1119,"Sumter County, Alabama",population,12797
1119,"Sumter County, Alabama",black,9204
1119,"Sumter County, Alabama",college_grad,921
1119,"Sumter County, Alabama",median_household_income,24320
1121,"Talladega County, Alabama",female,41561
1121,"Talladega County, Alabama",age_median,41.3
1121,"Talladega County, Alabama",population,80387
1121,"Talladega County, Alabama",black,26215
1121,"Talladega County, Alabama",college_grad,5270
1121,"Talladega County, Alabama",median_household_income,41325
1123,"Tallapoosa County, Alabama",female,20968
1123,"Tallapoosa County, Alabama",age_median,44.7
1123,"Tallapoosa County, Alabama",population,40541
1123,"Tallapoosa County, Alabama",black,11123
1123,"Tallapoosa County, Alabama",college_grad,3394
1123,"Tallapoosa County, Alabama",median_household_income,45828
1125,"Tuscaloosa County, Alabama",female,107299
1125,"Tuscaloosa County, Alabama",age_median,33
1125,"Tuscaloosa County, Alabama",population,207305
1125,"Tuscaloosa County, Alabama",black,66307
1125,"Tuscaloosa County, Alabama",college_grad,23726
1125,"Tuscaloosa County, Alabama",median_household_income,53326
1127,"Walker County, Alabama",female,32657
1127,"Walker County, Alabama",age_median,42.1
1127,"Walker County, Alabama",population,64110
1127,"Walker County, Alabama",black,3961
1127,"Walker County, Alabama",college_grad,3293
1127,"Walker County, Alabama",median_household_income,43629
1129,"Washington County, Alabama",female,8382
1129,"Washington County, Alabama",age_median,43.7
1129,"Washington County, Alabama",population,16541
1129,"Washington County, Alabama",black,3894
1129,"Washington County, Alabama",college_grad,800
1129,"Washington County, Alabama",median_household_income,41370
1131,"Wilcox County, Alabama",female,5667
1131,"Wilcox County, Alabama",age_median,40.5
1131,"Wilcox County, Alabama",population,10681
1131,"Wilcox County, Alabama",black,7410
1131,"Wilcox County, Alabama",college_grad,627
1131,"Wilcox County, Alabama",median_household_income,31014
1133,"Winston County, Alabama",female,12003
1133,"Winston County, Alabama",age_median,45.2
1133,"Winston County, Alabama",population,23784
1133,"Winston County, Alabama",black,174
1133,"Winston County, Alabama",college_grad,1252
1133,"Winston County, Alabama",median_household_income,35788
2013,"Aleutians East Borough, Alaska",female,1352
2013,"Aleutians East Borough, Alaska",age_median,42.5
2013,"Aleutians East Borough, Alaska",population,3385
2013,"Aleutians East Borough, Alaska",black,142
2013,"Aleutians East Borough, Alaska",college_grad,208
2013,"Aleutians East Borough, Alaska",median_household_income,69250
2016,"Aleutians West Census Area, Alaska",female,2318
2016,"Aleutians West Census Area, Alaska",age_median,38.6
2016,"Aleutians West Census Area, Alaska",population,5698
2016,"Aleutians West Census Area, Alaska",black,191
2016,"Aleutians West Census Area, Alaska",college_grad,575
2016,"Aleutians West Census Area, Alaska",median_household_income,87466
2020,"Anchorage Municipality, Alaska",female,143861
2020,"Anchorage Municipality, Alaska",age_median,33.6
2020,"Anchorage Municipality, Alaska",population,293531
2020,"Anchorage Municipality, Alaska",black,16341
2020,"Anchorage Municipality, Alaska",college_grad,42593
2020,"Anchorage Municipality, Alaska",median_household_income,84928
2050,"Bethel Census Area, Alaska",female,8657
2050,"Bethel Census Area, Alaska",age_median,27.3
2050,"Bethel Census Area, Alaska",population,18134
2050,"Bethel Census Area, Alaska",black,135
2050,"Bethel Census Area, Alaska",college_grad,731
2050,"Bethel Census Area, Alaska",median_household_income,53553
2060,"Bristol Bay Borough, Alaska",female,351
2060,"Bristol Bay Borough, Alaska",age_median,42.9
2060,"Bristol Bay Borough, Alaska",population,875
2060,"Bristol Bay Borough, Alaska",black,5
2060,"Bristol Bay Borough, Alaska",college_grad,120
2060,"Bristol Bay Borough, Alaska",median_household_income,79808
2068,"Denali Borough, Alaska",female,1045
2068,"Denali Borough, Alaska",age_median,42.1
2068,"Denali Borough, Alaska",population,2246
2068,"Denali Borough, Alaska",black,26
2068,"Denali Borough, Alaska",college_grad,427
2068,"Denali Borough, Alaska",median_household_income,81719
2070,"Dillingham Census Area, Alaska",female,2419
2070,"Dillingham Census Area, Alaska",age_median,30.2
2070,"Dillingham Census Area, Alaska",population,4961
2070,"Dillingham Census Area, Alaska",black,79
2070,"Dillingham Census Area, Alaska",college_grad,260
2070,"Dillingham Census Area, Alaska",median_household_income,56898
2090,"Fairbanks North Star Borough, Alaska",female,45655
2090,"Fairbanks North Star Borough, Alaska",age_median,31.3
2090,"Fairbanks North Star Borough, Alaska",population,99072
2090,"Fairbanks North Star Borough, Alaska",black,4412
2090,"Fairbanks North Star Borough, Alaska",college_grad,11741
2090,"Fairbanks North Star Borough, Alaska",median_household_income,76992
2100,"Haines Borough, Alaska",female,1221
2100,"Haines Borough, Alaska",age_median,44.7
2100,"Haines Borough, Alaska",population,2518
2100,"Haines Borough, Alaska",black,0
2100,"Haines Borough, Alaska",college_grad,303
2100,"Haines Borough, Alaska",median_household_income,58059
2105,"Hoonah-Angoon Census Area, Alaska",female,997
2105,"Hoonah-Angoon Census Area, Alaska",age_median,49.6
2105,"Hoonah-Angoon Census Area, Alaska",population,2139
2105,"Hoonah-Angoon Census Area, Alaska",black,68
2105,"Hoonah-Angoon Census Area, Alaska",college_grad,266
2105,"Hoonah-Angoon Census Area, Alaska",median_household_income,59803
2110,"Juneau City and Borough, Alaska",female,15723
2110,"Juneau City and Borough, Alaska",age_median,38.1
2110,"Juneau City and Borough, Alaska",population,32227
2110,"Juneau City and Borough, Alaska",black,320
2110,"Juneau City and Borough, Alaska",college_grad,5540
2110,"Juneau City and Borough, Alaska",median_household_income,88390
2122,"Kenai Peninsula Borough, Alaska",female,27984
2122,"Kenai Peninsula Borough, Alaska",age_median,40.8
2122,"Kenai Peninsula Borough, Alaska",population,58464
2122,"Kenai Peninsula Borough, Alaska",black,365
2122,"Kenai Peninsula Borough, Alaska",college_grad,6126
2122,"Kenai Peninsula Borough, Alaska",median_household_income,66064
2130,"Ketchikan Gateway Borough, Alaska",female,6717
2130,"Ketchikan Gateway Borough, Alaska",age_median,39.7
2130,"Ketchikan Gateway Borough, Alaska",population,13800
2130,"Ketchikan Gateway Borough, Alaska",black,104
2130,"Ketchikan Gateway Borough, Alaska",college_grad,1664
2130,"Ketchikan Gateway Borough, Alaska",median_household_income,72728
2150,"Kodiak Island Borough, Alaska",female,6230
2150,"Kodiak Island Borough, Alaska",age_median,33.9
2150,"Kodiak Island Borough, Alaska",population,13451
2150,"Kodiak Island Borough, Alaska",black,46
2150,"Kodiak Island Borough, Alaska",college_grad,1490
2150,"Kodiak Island Borough, Alaska",median_household_income,85839
2158,"Kusilvak Census Area, Alaska",female,3787
2158,"Kusilvak Census Area, Alaska",age_median,24.1
2158,"Kusilvak Census Area, Alaska",population,8250
2158,"Kusilvak Census Area, Alaska",black,40
2158,"Kusilvak Census Area, Alaska",college_grad,111
2158,"Kusilvak Census Area, Alaska",median_household_income,36754
2164,"Lake and Peninsula Borough, Alaska",female,644
2164,"Lake and Peninsula Borough, Alaska",age_median,34.8
2164,"Lake and Peninsula Borough, Alaska",population,1393
2164,"Lake and Peninsula Borough, Alaska",black,16
2164,"Lake and Peninsula Borough, Alaska",college_grad,75
2164,"Lake and Peninsula Borough, Alaska",median_household_income,44135
2170,"Matanuska-Susitna Borough, Alaska",female,50531
2170,"Matanuska-Susitna Borough, Alaska",age_median,35.2
2170,"Matanuska-Susitna Borough, Alaska",population,105369
2170,"Matanuska-Susitna Borough, Alaska",black,1299
2170,"Matanuska-Susitna Borough, Alaska",college_grad,9693
2170,"Matanuska-Susitna Borough, Alaska",median_household_income,75493
2180,"Nome Census Area, Alaska",female,4726
2180,"Nome Census Area, Alaska",age_median,28.3
2180,"Nome Census Area, Alaska",population,9988
2180,"Nome Census Area, Alaska",black,95
2180,"Nome Census Area, Alaska",college_grad,434
2180,"Nome Census Area, Alaska",median_household_income,61048
2185,"North Slope Borough, Alaska",female,3807
2185,"North Slope Borough, Alaska",age_median,35.2
2185,"North Slope Borough, Alaska",population,9792
2185,"North Slope Borough, Alaska",black,151
2185,"North Slope Borough, Alaska",college_grad,736
2185,"North Slope Borough, Alaska",median_household_income,79306
2188,"Northwest Arctic Borough, Alaska",female,3526
2188,"Northwest Arctic Borough, Alaska",age_median,27.8
2188,"Northwest Arctic Borough, Alaska",population,7715
2188,"Northwest Arctic Borough, Alaska",black,94
2188,"Northwest Arctic Borough, Alaska",college_grad,332
2188,"Northwest Arctic Borough, Alaska",median_household_income,60906
2195,"Petersburg Borough, Alaska",female,1534
2195,"Petersburg Borough, Alaska",age_median,42.8
2195,"Petersburg Borough, Alaska",population,3257
2195,"Petersburg Borough, Alaska",black,33
2195,"Petersburg Borough, Alaska",college_grad,498
2195,"Petersburg Borough, Alaska",median_household_income,69948
2198,"Prince of Wales-Hyder Census Area, Alaska",female,2929
2198,"Prince of Wales-Hyder Census Area, Alaska",age_median,41.3
2198,"Prince of Wales-Hyder Census Area, Alaska",population,6407
2198,"Prince of Wales-Hyder Census Area, Alaska",black,29
2198,"Prince of Wales-Hyder Census Area, Alaska",college_grad,562
2198,"Prince of Wales-Hyder Census Area, Alaska",median_household_income,52379
2220,"Sitka City and Borough, Alaska",female,4196
2220,"Sitka City and Borough, Alaska",age_median,39.5
2220,"Sitka City and Borough, Alaska",population,8640
2220,"Sitka City and Borough, Alaska",black,80
2220,"Sitka City and Borough, Alaska",college_grad,1240
2220,"Sitka City and Borough, Alaska",median_household_income,73682
2230,"Skagway Municipality, Alaska",female,501
2230,"Skagway Municipality, Alaska",age_median,40.4
2230,"Skagway Municipality, Alaska",population,1107
2230,"Skagway Municipality, Alaska",black,44
2230,"Skagway Municipality, Alaska",college_grad,215
2230,"Skagway Municipality, Alaska",median_household_income,73906
2240,"Southeast Fairbanks Census Area, Alaska",female,3108
2240,"Southeast Fairbanks Census Area, Alaska",age_median,36.8
2240,"Southeast Fairbanks Census Area, Alaska",population,6878
2240,"Southeast Fairbanks Census Area, Alaska",black,45
2240,"Southeast Fairbanks Census Area, Alaska",college_grad,429
2240,"Southeast Fairbanks Census Area, Alaska",median_household_income,70056
2261,"Valdez-Cordova Census Area, Alaska",female,4398
2261,"Valdez-Cordova Census Area, Alaska",age_median,38.1
2261,"Valdez-Cordova Census Area, Alaska",population,9243
2261,"Valdez-Cordova Census Area, Alaska",black,35
2261,"Valdez-Cordova Census Area, Alaska",college_grad,1072
2261,"Valdez-Cordova Census Area, Alaska",median_household_income,79867
2275,"Wrangell City and Borough, Alaska",female,1145
2275,"Wrangell City and Borough, Alaska",age_median,49.4
2275,"Wrangell City and Borough, Alaska",population,2502
2275,"Wrangell City and Borough, Alaska",black,1
2275,"Wrangell City and Borough, Alaska",college_grad,250
2275,"Wrangell City and Borough, Alaska",median_household_income,53894
2282,"Yakutat City and Borough, Alaska",female,293
2282,"Yakutat City and Borough, Alaska",age_median,36.9
2282,"Yakutat City and Borough, Alaska",population,649
2282,"Yakutat City and Borough, Alaska",black,5
2282,"Yakutat City and Borough, Alaska",college_grad,86
2282,"Yakutat City and Borough, Alaska",median_household_income,71607
2290,"Yukon-Koyukuk Census Area, Alaska",female,2498
2290,"Yukon-Koyukuk Census Area, Alaska",age_median,35.2
2290,"Yukon-Koyukuk Census Area, Alaska",population,5377
2290,"Yukon-Koyukuk Census Area, Alaska",black,4
2290,"Yukon-Koyukuk Census Area, Alaska",college_grad,281
2290,"Yukon-Koyukuk Census Area, Alaska",median_household_income,41413
4001,"Apache County, Arizona",female,36356
4001,"Apache County, Arizona",age_median,35
4001,"Apache County, Arizona",population,71511
4001,"Apache County, Arizona",black,373
4001,"Apache County, Arizona",college_grad,3452
4001,"Apache County, Arizona",median_household_income,32508
4003,"Cochise County, Arizona",female,61900
4003,"Cochise County, Arizona",age_median,41.1
4003,"Cochise County, Arizona",population,125867
4003,"Cochise County, Arizona",black,5132
4003,"Cochise County, Arizona",college_grad,12450
4003,"Cochise County, Arizona",median_household_income,49260
4005,"Coconino County, Arizona",female,71485
4005,"Coconino County, Arizona",age_median,30.7
4005,"Coconino County, Arizona",population,141274
4005,"Coconino County, Arizona",black,1742
4005,"Coconino County, Arizona",college_grad,17122
4005,"Coconino County, Arizona",median_household_income,59460
4007,"Gila County, Arizona",female,27039
4007,"Gila County, Arizona",age_median,50.2
4007,"Gila County, Arizona",population,53546
4007,"Gila County, Arizona",black,375
4007,"Gila County, Arizona",college_grad,4728
4007,"Gila County, Arizona",median_household_income,43524
4009,"Graham County, Arizona",female,17671
4009,"Graham County, Arizona",age_median,33.6
4009,"Graham County, Arizona",population,37996
4009,"Graham County, Arizona",black,744
4009,"Graham County, Arizona",college_grad,2346
